frame,track_id,sift_0,sift_1,sift_2,sift_3,sift_4,sift_5,sift_6,sift_7,sift_8,sift_9,sift_10,sift_11,sift_12,sift_13,sift_14,sift_15,sift_16,sift_17,sift_18,sift_19,sift_20,sift_21,sift_22,sift_23,sift_24,sift_25,sift_26,sift_27,sift_28,sift_29,sift_30,sift_31,sift_32,sift_33,sift_34,sift_35,sift_36,sift_37,sift_38,sift_39,sift_40,sift_41,sift_42,sift_43,sift_44,sift_45,sift_46,sift_47,sift_48,sift_49,sift_50,sift_51,sift_52,sift_53,sift_54,sift_55,sift_56,sift_57,sift_58,sift_59,sift_60,sift_61,sift_62,sift_63,sift_64,sift_65,sift_66,sift_67,sift_68,sift_69,sift_70,sift_71,sift_72,sift_73,sift_74,sift_75,sift_76,sift_77,sift_78,sift_79,sift_80,sift_81,sift_82,sift_83,sift_84,sift_85,sift_86,sift_87,sift_88,sift_89,sift_90,sift_91,sift_92,sift_93,sift_94,sift_95,sift_96,sift_97,sift_98,sift_99,sift_100,sift_101,sift_102,sift_103,sift_104,sift_105,sift_106,sift_107,sift_108,sift_109,sift_110,sift_111,sift_112,sift_113,sift_114,sift_115,sift_116,sift_117,sift_118,sift_119,sift_120,sift_121,sift_122,sift_123,sift_124,sift_125,sift_126,sift_127,glcm_contrast,glcm_homogeneity,glcm_energy,glcm_correlation
10,2,28.81012725830078,10.968354225158691,7.829113960266113,9.51265811920166,14.05063247680664,4.0886077880859375,6.48734188079834,9.58227825164795,99.16455841064453,26.90506362915039,7.392405033111572,6.829113960266113,9.44936752319336,4.373417854309082,8.968354225158691,29.291139602661133,84.17721557617188,17.253164291381836,4.449367046356201,8.689873695373535,30.94936752319336,12.708860397338867,14.664556503295898,31.329113006591797,13.936708450317383,6.164556980133057,6.708860874176025,11.253164291381836,45.84810256958008,20.02531623840332,15.651898384094238,12.708860397338867,42.02531814575195,9.613924026489258,5.132911205291748,9.44936752319336,16.873416900634766,9.778481483459473,8.132911682128906,12.41772174835205,122.80379486083984,26.48101234436035,7.708860874176025,9.0,16.208860397338867,8.278481483459473,11.424050331115723,36.936710357666016,108.72785186767578,26.443037033081055,5.936708927154541,10.436708450317383,38.50632858276367,15.854430198669434,15.272151947021484,28.683544158935547,19.987340927124023,8.221518516540527,6.126582145690918,12.430379867553711,52.3291130065918,22.59493637084961,15.202531814575195,12.41772174835205,42.89873504638672,10.664556503295898,4.227848052978516,8.518987655639648,17.436708450317383,12.91772174835205,9.40506362915039,9.531645774841309,123.32278442382812,35.424049377441406,9.284810066223145,9.322784423828125,19.43037986755371,12.189873695373535,10.221518516540527,25.063291549682617,110.5,26.867088317871094,13.424050331115723,14.08227825164795,34.63924026489258,12.632911682128906,7.746835231781006,25.632911682128906,20.759492874145508,9.430379867553711,11.664556503295898,17.158227920532227,52.24050521850586,17.71518898010254,8.759493827819824,7.297468185424805,32.177215576171875,11.044303894042969,6.955696105957031,4.310126781463623,12.740506172180176,11.39240550994873,8.58227825164795,10.677215576171875,95.39240264892578,24.259492874145508,9.677215576171875,6.082278251647949,13.215189933776855,11.727848052978516,10.006329536437988,24.708860397338867,87.27214813232422,29.42405128479004,15.506329536437988,10.47468376159668,26.02531623840332,8.335443496704102,4.47468376159668,17.462024688720703,15.145569801330566,11.031645774841309,16.088607788085938,14.816455841064453,42.518985748291016,12.689873695373535,5.841772079467773,4.52531623840332,311.16683572429116,0.7879616610541944,0.49906145072425445,0.9701548686478036
10,3,30.286956787109375,9.069564819335938,6.756521701812744,9.417391777038574,15.043478012084961,3.991304397583008,4.295652389526367,9.408695220947266,94.92173767089844,16.895652770996094,7.626087188720703,6.0608696937561035,12.878260612487793,7.5652174949646,8.895651817321777,28.660869598388672,72.76522064208984,12.295652389526367,6.426086902618408,12.765217781066895,51.06087112426758,20.713043212890625,15.365217208862305,30.07826042175293,21.904348373413086,7.991304397583008,6.834782600402832,13.504347801208496,61.09565353393555,19.504348754882812,9.486956596374512,14.913043022155762,41.94782638549805,9.34782600402832,6.295652389526367,12.660869598388672,16.330434799194336,5.634782791137695,3.9391305446624756,11.417391777038574,121.49565124511719,20.399999618530273,8.234782218933105,10.886956214904785,15.721738815307617,10.756522178649902,8.739130020141602,41.599998474121094,90.26087188720703,16.930435180664062,6.2260870933532715,17.747825622558594,70.34782409667969,30.295652389526367,14.65217399597168,29.678260803222656,24.92173957824707,6.817391395568848,6.08695650100708,17.782608032226562,75.01739501953125,23.15652084350586,10.113043785095215,13.860869407653809,43.06956481933594,9.939130783081055,4.617391109466553,9.382608413696289,19.756521224975586,10.69565200805664,6.156521797180176,10.191304206848145,122.97391510009766,41.286956787109375,9.278261184692383,12.991304397583008,17.756521224975586,9.721738815307617,7.695652008056641,18.12173843383789,89.4000015258789,31.53043556213379,16.060869216918945,30.591304779052734,68.67826080322266,17.982608795166016,6.878261089324951,18.104347229003906,24.373912811279297,10.234782218933105,9.878260612487793,24.38260841369629,73.13912963867188,18.0,5.547826290130615,9.92173957824707,28.18260955810547,9.513043403625488,5.530434608459473,6.982608795166016,19.095651626586914,10.260869979858398,5.973913192749023,8.678260803222656,96.93043518066406,32.69565200805664,8.600000381469727,8.878260612487793,13.782608985900879,6.5217390060424805,6.599999904632568,19.73043441772461,75.17391204833984,33.12173843383789,13.947826385498047,19.87826156616211,47.30434799194336,13.843478202819824,8.260869979858398,17.443477630615234,20.2608699798584,14.513043403625488,9.73043441772461,18.982608795166016,61.956520080566406,15.060869216918945,6.513043403625488,8.90434741973877,180.7354072822823,0.8175277649385538,0.5376847305117428,0.9438378241551734
10,1,28.397260665893555,14.01369857788086,1.8356164693832397,2.7397260665893555,9.0,2.6301369667053223,2.6712329387664795,8.726027488708496,83.50685119628906,18.28767204284668,3.890410900115967,2.34246563911438,7.068493366241455,8.178082466125488,15.616437911987305,47.52054977416992,49.4383544921875,7.82191801071167,6.6712327003479,7.561643600463867,34.79452133178711,31.547945022583008,32.54794692993164,40.21917724609375,13.904109954833984,5.452054977416992,6.150684833526611,12.726027488708496,21.369863510131836,18.75342559814453,21.616437911987305,12.260273933410645,47.94520568847656,11.095890045166016,1.6849315166473389,2.1917808055877686,7.767123222351074,3.9178082942962646,2.6438355445861816,14.082191467285156,129.6027374267578,25.383562088012695,6.342465877532959,4.479452133178711,11.616437911987305,10.931507110595703,22.397260665893555,64.876708984375,73.27397155761719,14.958904266357422,6.246575355529785,19.068492889404297,64.6986312866211,53.698631286621094,40.42465591430664,40.73972702026367,17.79452133178711,6.3287672996521,4.342465877532959,13.876712799072266,48.73972702026367,32.684932708740234,19.76712417602539,12.328766822814941,50.21917724609375,11.945205688476562,2.315068483352661,2.65753436088562,7.027397155761719,3.904109477996826,3.273972511291504,13.301369667053223,132.21917724609375,62.643836975097656,18.3150691986084,9.712328910827637,12.219178199768066,6.0821919441223145,6.3287672996521,24.397260665893555,77.5616455078125,42.84931564331055,28.53424644470215,45.301368713378906,69.28767395019531,22.28767204284668,8.287671089172363,18.19178009033203,21.328767776489258,14.082191467285156,11.424657821655273,23.72602653503418,53.890411376953125,20.20547866821289,5.3972601890563965,10.438356399536133,33.9315071105957,9.123287200927734,2.863013744354248,3.178082227706909,7.383561611175537,4.794520378112793,2.4383561611175537,8.575342178344727,90.17808532714844,48.671234130859375,13.520547866821289,6.589041233062744,9.63013744354248,4.3972601890563965,2.8767123222351074,14.273972511291504,62.136985778808594,48.095890045166016,27.383562088012695,23.041095733642578,42.17808151245117,10.98630142211914,4.0821919441223145,10.383562088012695,17.342466354370117,15.13698673248291,19.575342178344727,19.438356399536133,34.9315071105957,11.534246444702148,2.2602739334106445,7.027397155761719,118.8495720868993,0.8514154877465545,0.5254977637842709,0.9615170680588929
10,4,31.892473220825195,12.4408597946167,5.569892406463623,5.73118257522583,10.731183052062988,4.838709831237793,2.5161290168762207,8.569892883300781,97.56989288330078,21.634408950805664,6.139784812927246,5.569892406463623,13.4408597946167,7.795699119567871,8.268816947937012,36.66666793823242,57.2365608215332,11.827957153320312,5.376344203948975,14.021505355834961,50.494625091552734,19.516128540039062,18.54838752746582,35.3870964050293,10.967741966247559,4.6021504402160645,3.2150537967681885,11.806451797485352,42.10752868652344,19.301074981689453,14.580645561218262,8.913978576660156,47.36559295654297,13.376343727111816,7.075268745422363,5.569892406463623,11.634408950805664,5.72042989730835,3.268817186355591,12.0,132.46237182617188,23.752687454223633,6.2580647468566895,6.408602237701416,17.591398239135742,9.946236610412598,17.408601760864258,57.13978576660156,74.90322875976562,13.76344108581543,6.698924541473389,20.032258987426758,73.752685546875,35.225807189941406,29.698925018310547,41.6129035949707,14.494623184204102,6.709677219390869,6.0,17.354839324951172,57.3870964050293,26.07526969909668,15.483870506286621,10.258064270019531,48.82795715332031,15.22580623626709,3.7096774578094482,4.709677219390869,9.01075267791748,6.50537633895874,4.559139728546143,7.924731254577637,133.35484313964844,52.935482025146484,16.76344108581543,9.5591402053833,15.612903594970703,7.6021504402160645,4.806451797485352,23.225807189941406,75.08602142333984,37.92473220825195,28.05376434326172,35.58064651489258,78.0215072631836,21.05376434326172,7.043010711669922,14.182795524597168,17.182796478271484,11.53763484954834,12.827957153320312,21.956989288330078,57.344085693359375,21.56989288330078,8.344085693359375,5.27957010269165,31.4946231842041,10.903225898742676,4.688171863555908,2.204301118850708,6.526881694793701,5.978494644165039,5.526881694793701,10.655914306640625,94.4731216430664,38.73118209838867,11.903225898742676,4.677419185638428,9.591398239135742,7.77419376373291,6.50537633895874,17.76344108581543,58.064517974853516,38.655914306640625,22.344085693359375,16.860214233398438,55.913978576660156,14.666666984558105,6.204300880432129,10.107526779174805,16.33333396911621,15.935483932495117,18.634408950805664,17.0,44.10752868652344,15.139784812927246,6.784946441650391,4.612903118133545,81.93059154308396,0.8526940600412881,0.5401963116964048,0.936084450709026
10,5,27.159420013427734,11.34782600402832,6.188405990600586,16.101449966430664,24.202898025512695,7.579710006713867,2.6666667461395264,12.434782981872559,81.40579986572266,19.855072021484375,7.188405990600586,13.985507011413574,21.086956024169922,8.855072021484375,8.043478012084961,34.869564056396484,73.68115997314453,14.231884002685547,3.7971014976501465,13.782608985900879,21.188405990600586,11.855072021484375,13.014492988586426,36.550724029541016,33.159420013427734,7.492753505706787,2.144927501678467,10.318840980529785,24.492753982543945,10.072463989257812,6.536231994628906,21.594202041625977,38.49275207519531,9.043478012084961,5.057971000671387,14.115942001342773,25.71014404296875,15.101449012756348,6.304347991943359,17.420289993286133,120.72463989257812,20.36231803894043,4.420289993286133,11.333333015441895,23.507246017456055,15.159420013427734,13.898550987243652,52.23188400268555,92.34782409667969,15.797101020812988,3.492753505706787,17.724637985229492,39.81159591674805,30.463768005371094,20.855072021484375,38.69565200805664,37.69565200805664,11.753623008728027,4.869565010070801,14.072463989257812,31.768115997314453,14.420289993286133,7.188405990600586,21.28985595703125,42.826087951660156,12.927536010742188,3.7826087474823,11.318840980529785,23.60869598388672,19.376811981201172,8.536231994628906,15.333333015441895,117.85507202148438,42.39130401611328,12.144927978515625,14.144927978515625,22.521739959716797,15.231884002685547,8.47826099395752,26.04347801208496,98.0,33.91304397583008,19.144927978515625,31.217391967773438,37.68115997314453,20.04347801208496,8.985507011413574,17.7391300201416,38.739131927490234,13.30434799194336,8.115942001342773,20.33333396911621,29.115942001342773,14.434782981872559,7.449275493621826,16.144927978515625,31.130434036254883,12.057971000671387,2.8840579986572266,11.376811981201172,23.492753982543945,16.536231994628906,7.550724506378174,20.463768005371094,79.4637680053711,31.811594009399414,9.594202995300293,10.057971000671387,21.31884002685547,16.434782028198242,8.565217018127441,31.231884002685547,82.1159439086914,34.0579719543457,13.260869979858398,15.057971000671387,22.898550033569336,13.188405990600586,5.753623008728027,16.057971954345703,33.28985595703125,13.666666984558105,5.0724639892578125,14.594202995300293,19.95652198791504,12.449275016784668,5.840579509735107,9.594202995300293,478.32678861106456,0.7865595513204369,0.5222470223185715,0.9647704311757005
20,2,29.427536010742188,15.702898979187012,9.028985977172852,8.942028999328613,16.920289993286133,7.333333492279053,5.195652008056641,5.67391300201416,99.75362396240234,27.71014404296875,9.224637985229492,7.963768005371094,11.050724983215332,4.985507011413574,6.23913049697876,23.398550033569336,83.93478393554688,17.065217971801758,6.9347825050354,9.456521987915039,28.65217399597168,9.137681007385254,11.862318992614746,30.072463989257812,18.7608699798584,6.5,6.289855003356934,9.891304016113281,43.246376037597656,14.485507011413574,10.528985977172852,16.02898597717285,38.68840408325195,11.507246017456055,7.166666507720947,8.072463989257812,20.898550033569336,10.239130020141602,6.746376991271973,9.594202995300293,124.1231918334961,27.188405990600586,10.159420013427734,7.7971014976501465,16.036231994628906,8.543478012084961,11.5,33.5,109.55072784423828,26.615942001342773,8.659420013427734,9.956521987915039,38.99275207519531,14.34782600402832,15.724637985229492,26.572463989257812,24.007246017456055,8.210144996643066,7.41304349899292,11.202898979187012,50.81159591674805,16.04347801208496,10.608695983886719,14.5,41.115943908691406,9.246376991271973,5.094202995300293,6.76086950302124,21.797101974487305,12.239130020141602,10.601449012756348,11.159420013427734,121.24637603759766,33.07246398925781,10.97826099395752,7.782608509063721,16.840579986572266,11.014492988586426,13.260869979858398,28.68115997314453,111.27536010742188,27.84782600402832,14.97826099395752,13.702898979187012,36.5797119140625,11.69565200805664,9.797101020812988,26.47101402282715,23.173913955688477,10.985507011413574,13.115942001342773,15.811594009399414,51.10144805908203,14.507246017456055,6.115942001342773,9.746376991271973,31.173913955688477,9.1304349899292,6.340579509735107,5.036231994628906,17.63768196105957,12.985507011413574,8.528985977172852,10.789855003356934,94.23912811279297,26.5,9.34782600402832,6.08695650100708,11.608695983886719,11.47826099395752,8.942028999328613,24.079710006713867,84.97101593017578,32.0579719543457,15.02173900604248,8.057971000671387,24.507246017456055,9.137681007385254,4.5724639892578125,14.992753982543945,16.130434036254883,12.818840980529785,14.666666984558105,13.797101020812988,41.463768005371094,12.514492988586426,4.601449489593506,6.0,310.60053658536594,0.7895332333261065,0.5094556244792121,0.9702988272774637
20,6,33.537879943847656,8.757575988769531,4.871212005615234,2.242424249649048,7.696969509124756,3.9772727489471436,7.2727274894714355,9.5,115.8484878540039,18.772727966308594,4.28787899017334,3.4242424964904785,8.96212100982666,5.71212100982666,11.007575988769531,28.0,101.39393615722656,14.386363983154297,3.507575750350952,6.39393949508667,22.41666603088379,8.742424011230469,14.106060981750488,26.371212005615234,25.469696044921875,5.78787899017334,5.007575988769531,8.098484992980957,40.68939208984375,13.984848022460938,11.803030014038086,10.265151977539062,41.42424392700195,9.46212100982666,8.507575988769531,4.2727274894714355,9.477272987365723,4.719696998596191,6.7727274894714355,11.272727012634277,132.28787231445312,22.121212005615234,10.530303001403809,6.833333492279053,13.393939018249512,6.492424011230469,8.227272987365723,31.204545974731445,122.1212158203125,21.810606002807617,6.14393949508667,10.765151977539062,33.26515197753906,13.446969985961914,11.757575988769531,23.045454025268555,33.818180084228516,7.871212005615234,4.85606050491333,8.477272987365723,46.212120056152344,17.719696044921875,10.46212100982666,9.727272987365723,41.01515197753906,8.772727012634277,5.295454502105713,4.757575988769531,10.0,5.810606002807617,11.833333015441895,10.886363983154297,131.6969757080078,32.318180084228516,8.143939018249512,6.318181991577148,13.628787994384766,6.613636493682861,11.71212100982666,23.33333396911621,120.73484802246094,23.31818199157715,11.045454978942871,12.977272987365723,31.810606002807617,11.696969985961914,6.4772725105285645,22.780303955078125,36.121212005615234,9.57575798034668,6.969696998596191,10.113636016845703,45.04545593261719,13.916666984558105,5.757575988769531,9.939393997192383,32.93939208984375,7.053030490875244,6.401515007019043,3.651515245437622,7.833333492279053,3.1742424964904785,7.280303001403809,10.143939018249512,110.45454406738281,25.393939971923828,7.931818008422852,5.659090995788574,10.113636016845703,3.4242424964904785,7.0757575035095215,20.409090042114258,104.9772720336914,24.5,9.863636016845703,7.28787899017334,21.727272033691406,6.416666507720947,4.0,16.08333396911621,30.24242401123047,12.143939018249512,8.606060981750488,8.484848022460938,36.871212005615234,9.484848022460938,5.060606002807617,5.946969509124756,338.1402863064911,0.7916983777241285,0.5048129996917537,0.9701059088466144
20,3,28.370689392089844,9.543103218078613,4.698276042938232,8.482758522033691,14.637930870056152,5.060344696044922,4.706896781921387,7.439655303955078,104.87931060791016,20.39655113220215,5.379310131072998,4.844827651977539,12.844827651977539,6.120689868927002,5.939655303955078,29.741378784179688,81.47413635253906,13.07758617401123,4.517241477966309,14.431034088134766,52.33620834350586,16.034482955932617,10.07758617401123,30.90517234802246,20.15517234802246,7.594827651977539,6.318965435028076,18.05172348022461,64.70689392089844,14.801724433898926,6.5,11.370689392089844,37.35344696044922,8.482758522033691,5.439655303955078,10.491379737854004,17.879310607910156,7.293103218078613,7.060344696044922,11.67241382598877,126.5,22.689655303955078,6.887930870056152,9.163793563842773,16.232759475708008,9.982758522033691,8.862069129943848,39.818965911865234,96.12068939208984,19.732759475708008,5.025862216949463,19.10344886779785,72.20689392089844,27.413793563842773,10.198275566101074,26.69827651977539,23.45689582824707,7.155172348022461,4.336206912994385,20.94827651977539,76.92241668701172,19.275861740112305,6.060344696044922,10.284482955932617,39.784481048583984,9.215517044067383,4.732758522033691,8.129310607910156,19.974138259887695,10.068965911865234,5.982758522033691,11.086206436157227,125.53448486328125,40.25,9.517241477966309,10.008620262145996,18.60344886779785,9.758620262145996,6.568965435028076,21.810344696044922,93.06034851074219,29.39655113220215,13.560344696044922,28.663793563842773,71.96551513671875,16.689655303955078,5.043103218078613,19.267240524291992,21.60344886779785,10.525861740112305,8.956896781921387,21.40517234802246,72.30172729492188,17.422412872314453,5.370689868927002,8.629310607910156,32.47413635253906,9.543103218078613,3.3017241954803467,4.793103218078613,17.077587127685547,10.181034088134766,5.887930870056152,11.92241382598877,102.25862121582031,29.05172348022461,7.206896781921387,6.112069129943848,15.810344696044922,9.508620262145996,6.724137783050537,24.0,77.9051742553711,32.215518951416016,10.956896781921387,15.612069129943848,51.965518951416016,13.586206436157227,5.698276042938232,12.853447914123535,14.931034088134766,12.612069129943848,10.629310607910156,13.939655303955078,59.267242431640625,16.54310417175293,7.870689868927002,5.793103218078613,185.0681906804445,0.8114630852855723,0.5161892915622506,0.9391347115000735
20,1,31.5,12.875,3.549999952316284,6.949999809265137,5.75,2.549999952316284,2.5250000953674316,7.574999809265137,78.5,25.875,3.6500000953674316,3.4749999046325684,14.625,14.024999618530273,16.575000762939453,44.17499923706055,53.07500076293945,17.125,5.699999809265137,7.125,35.974998474121094,25.725000381469727,33.79999923706055,46.625,18.549999237060547,16.075000762939453,11.800000190734863,13.25,24.024999618530273,14.550000190734863,22.299999237060547,23.975000381469727,49.29999923706055,13.449999809265137,2.924999952316284,4.375,8.375,2.924999952316284,1.8250000476837158,13.475000381469727,124.375,30.774999618530273,4.025000095367432,5.550000190734863,19.174999237060547,11.899999618530273,19.100000381469727,68.80000305175781,73.32499694824219,25.524999618530273,9.925000190734863,16.950000762939453,64.7750015258789,51.0,39.724998474121094,47.42499923706055,21.325000762939453,10.725000381469727,13.649999618530273,20.225000381469727,38.5,21.649999618530273,18.024999618530273,13.949999809265137,49.650001525878906,11.625,4.75,3.625,10.050000190734863,3.450000047683716,3.3499999046325684,10.550000190734863,125.375,75.82499694824219,21.674999237060547,11.574999809265137,20.049999237060547,4.5,2.5250000953674316,22.924999237060547,72.82499694824219,58.67499923706055,40.75,44.67499923706055,66.32499694824219,19.475000381469727,4.5,14.975000381469727,18.649999618530273,21.024999618530273,24.774999618530273,25.700000762939453,43.224998474121094,13.675000190734863,5.474999904632568,8.524999618530273,27.424999237060547,6.800000190734863,3.924999952316284,3.9000000953674316,9.899999618530273,4.074999809265137,1.975000023841858,10.550000190734863,77.625,42.79999923706055,13.149999618530273,7.824999809265137,14.199999809265137,2.7249999046325684,0.824999988079071,17.25,52.45000076293945,45.32500076293945,34.974998474121094,20.924999237060547,36.275001525878906,7.849999904632568,1.3250000476837158,6.224999904632568,15.875,24.924999237060547,23.725000381469727,16.274999618530273,23.625,6.0,2.575000047683716,4.0,115.50313997301953,0.8548127214857774,0.5059826753152068,0.9533812097725166
20,9,34.79999923706055,10.039999961853027,2.9200000762939453,4.860000133514404,7.239999771118164,4.159999847412109,5.840000152587891,13.0600004196167,98.9000015258789,17.940000534057617,3.5,3.4800000190734863,12.239999771118164,8.579999923706055,19.799999237060547,47.400001525878906,37.7599983215332,6.639999866485596,7.579999923706055,18.0,68.05999755859375,30.8799991607666,30.139999389648438,28.280000686645508,11.699999809265137,4.699999809265137,5.0,15.199999809265137,45.220001220703125,17.84000015258789,15.819999694824219,11.600000381469727,54.720001220703125,13.979999542236328,3.259999990463257,4.260000228881836,9.84000015258789,4.739999771118164,4.440000057220459,12.65999984741211,132.6999969482422,27.040000915527344,6.880000114440918,4.519999980926514,14.100000381469727,13.199999809265137,23.459999084472656,69.0199966430664,49.439998626708984,10.4399995803833,6.300000190734863,23.3799991607666,96.77999877929688,56.97999954223633,32.599998474121094,29.360000610351562,9.880000114440918,6.699999809265137,8.65999984741211,14.859999656677246,56.68000030517578,25.600000381469727,22.639999389648438,10.699999809265137,53.099998474121094,12.960000038146973,4.119999885559082,4.179999828338623,9.020000457763672,2.9600000381469727,7.880000114440918,13.859999656677246,130.22000122070312,68.5199966430664,22.360000610351562,10.920000076293945,15.420000076293945,6.860000133514404,9.579999923706055,23.579999923706055,51.560001373291016,29.0,31.719999313354492,55.119998931884766,97.5999984741211,26.34000015258789,6.28000020980835,13.020000457763672,19.479999542236328,10.380000114440918,12.260000228881836,22.6200008392334,60.2599983215332,17.579999923706055,8.239999771118164,13.079999923706055,30.899999618530273,8.140000343322754,4.21999979019165,4.28000020980835,6.400000095367432,3.0,4.519999980926514,13.720000267028809,91.86000061035156,40.84000015258789,13.9399995803833,7.659999847412109,12.100000381469727,4.639999866485596,4.139999866485596,16.579999923706055,42.099998474121094,26.020000457763672,20.520000457763672,28.780000686645508,65.55999755859375,14.359999656677246,2.940000057220459,7.659999847412109,15.300000190734863,15.34000015258789,11.359999656677246,16.040000915527344,45.880001068115234,13.300000190734863,2.380000114440918,5.260000228881836,54.085235920852355,0.8665020726886336,0.487283504328483,0.9312251758364906
